,Unnamed: 0,language,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,urls,photos,hashtags,link,retweet,quote_url,video,Cleaned Tweets,Cleaned Tweets Further,Location Name,category
134,134,en,1.39046e+18,1.39046e+18,2021-05-07 05:40:55 India Standard Time,07-05-2021,05:40:55,530,1.33464e+18,unbelievableev1,Unbelievable Events,,Heavy rains cause severe flooding in Medellin Colombia  https://t.co/aKt2lk2JNO  #medellin #floods #colombia #suddenfloods #inundations #medellincolombia #flooding #storm #flooded #antoquia #medellinantioquia  https://t.co/prb1NUIePx,['http://bit.ly/3xU3sBh'],[],"['medellin', 'floods', 'colombia', 'suddenfloods', 'inundations', 'medellincolombia', 'flooding', 'storm', 'flooded', 'antoquia', 'medellinantioquia']",https://twitter.com/UnbelievableEv1/status/1390459092494340099,False,,1,heavy rains because severe flooding in medellin colombia medellin floods colombia suddenfloods inundations medellincolombia flooding storm flooded antoquia medellinantioquia,heavy rains because severe flooding in medellin colombia medellin floods colombia suddenfloods inundations medellincolombia flooding storm flooded antoquia medellinantioquia,[],flood
135,135,en,1.39045e+18,1.38995e+18,2021-05-07 05:16:18 India Standard Time,07-05-2021,05:16:18,530,1.21099e+18,gzzyzyx,GenevieveZzyzyx,,"@soldier3200 @Kenneth72712993 @ClimateRealists I mean, the #ClimateEmergency, unmitigated, is predicted to cause extreme food insecurity. A lot of places won’t be able to grow food bc of #HeatWaves, #droughts, and #floods. They’re actively warning us about that.  https://t.co/hulZM6HdUR so I dunno.  https://t.co/0ceLcN3Eti",['https://www.usda.gov/sites/default/files/documents/FullAssessment.pdf'],['https://pbs.twimg.com/media/E0vhigjVUAEnk9d.jpg'],"['climateemergency', 'heatwaves', 'droughts', 'floods']",https://twitter.com/GZzyzyx/status/1390452896433545217,False,,1,"i mean, the climateemergency, unmitigated, is predicted to because extreme food insecurity. a lot of places will not be able to grow food bc of heatwaves, droughts, and floods. they are actively warning us about that. so i dunno.",i mean  the climateemergency  unmitigated  is predicted to because extreme food insecurity  a lot of places will not be able to grow food bc of heatwaves  droughts  and floods  they are actively warning us about that  so i dunno ,[],flood_and_drought
136,136,en,1.39044e+18,1.39044e+18,2021-05-07 04:35:09 India Standard Time,07-05-2021,04:35:09,530,287455210.0,neildufty,Neil Dufty,,Catch up with this week's #disaster management news at Today in disaster resilience (7 May 2021)  https://t.co/tGSHbvYYwc via @wordpressdotcom #resilience #floods,['https://disasterresiliencenews.com/2021/05/06/today-in-disaster-resilience-7-may-2021/'],[],"['disaster', 'resilience', 'floods']",https://twitter.com/NeilDufty/status/1390442540948594689,False,,0,catch up with this week's disaster management news at today in disaster resilience (7 may 2021) via resilience floods,catch up with this week s disaster management news at today in disaster resilience  7 may 2021  via resilience floods,[],none
137,137,en,1.39044e+18,1.39044e+18,2021-05-07 04:14:50 India Standard Time,07-05-2021,04:14:50,530,3111226033.0,timmelino,Tim Melino,,"#MeToo #FLOODS social media with stories of sexual abuse, harassment  https://t.co/tzAlCYTBLZ #GPWX",['http://gpwx.news/pq2f7'],[],"['metoo', 'floods', 'gpwx']",https://twitter.com/TimMelino/status/1390437429262311424,False,,0,"metoo floods social media with stories of sexual abuse, harassment gpwx",metoo floods social media with stories of sexual abuse  harassment gpwx,[],none
138,138,en,1.3904e+18,1.3904e+18,2021-05-07 02:02:38 India Standard Time,07-05-2021,02:02:38,530,20486418.0,walt_handelsman,Walt Handelsman,,Click for full cartoon #NewOrleans @SWBNewOrleans #infrastructure #floods @NOLAnews @theadvocateno    https://t.co/uReCwdDqg7,['https://www.theadvocate.com/baton_rouge/opinion/article_ac275a98-adf3-11eb-bf4f-4b11b8b0c252.html'],[],"['neworleans', 'infrastructure', 'floods']",https://twitter.com/Walt_Handelsman/status/1390404159502004225,False,,0,click for full cartoon neworleans infrastructure floods,click for full cartoon neworleans infrastructure floods,[],none
139,139,en,1.3904e+18,1.3904e+18,2021-05-07 01:59:54 India Standard Time,07-05-2021,01:59:54,530,7.35185e+17,samiya_ph,Samiya.Abdi,,"Between #floods &amp; #droughts Somalia can't seem to get a break! Sustainable Development instead of band-aid solution! Resources, policies &amp; procedure that tackle &amp; prevent these environmental crises is what is needed 😢",[],[],"['floods', 'droughts']",https://twitter.com/samiya_ph/status/1390403472357576709,False,https://twitter.com/FarahAqli/status/1390129899780837383,0,"between floods &amp; droughts somalia can not seem to get a break! sustainable development instead of band-aid solution! resources, policies &amp; procedure that tackle &amp; prevent these environmental crises is what is needed 😢",between floods  amp  droughts somalia can not seem to get a break  sustainable development instead of band aid solution  resources  policies  amp  procedure that tackle  amp  prevent these environmental crises is what is needed  ,[],flood_and_drought
140,140,en,1.39039e+18,1.39039e+18,2021-05-07 01:17:35 India Standard Time,07-05-2021,01:17:35,530,527663449.0,janekbrundage,Jane K Brundage,,A Narrow Path4 #BidenAdmin’s Ambitious #LandConservation Plan | #ClimatePolicy #AmericaTheBeautiful #Nature #ProtectedAreas #Water #Biodiversity #Landowners #LandscapeRestoration #Fire #Droughts #Floods #Farmers #Ranchers #Cities #States #Tribes   https://t.co/TpZuzZgsJg,['https://voicesmotherearth.blogspot.com/2021/05/a-narrow-path-for-bidens-ambitious-land.html'],[],"['bidenadmin', 'landconservation', 'climatepolicy', 'americathebeautiful', 'nature', 'protectedareas', 'water', 'biodiversity', 'landowners', 'landscaperestoration', 'fire', 'droughts', 'floods', 'farmers', 'ranchers', 'cities', 'states', 'tribes']",https://twitter.com/JaneKBrundage/status/1390392823250407431,False,,0,a narrow path4 bidenadmin’s ambitious landconservation plan | climatepolicy americathebeautiful nature protectedareas water biodiversity landowners landscaperestoration fire droughts floods farmers ranchers cities states tribes,a narrow path4 bidenadmin s ambitious landconservation plan   climatepolicy americathebeautiful nature protectedareas water biodiversity landowners landscaperestoration fire droughts floods farmers ranchers cities states tribes,[],none
141,141,en,1.39036e+18,1.39036e+18,2021-05-06 23:18:31 India Standard Time,06-05-2021,23:18:31,530,3747472214.0,sebenchmark,S E Benchmark Agency,,After A Flood  https://t.co/OjcbITuAuj #insurance #floods #homesnotinvestments #thursdaymorning #thursdayvibes #quotes  https://t.co/ZINv0zpCmv,['https://www.sebenchmark.com/blog/after-a-flood.aspx'],['https://pbs.twimg.com/media/E0uPbgLXIAES0Bf.jpg'],"['insurance', 'floods', 'homesnotinvestments', 'thursdaymorning', 'thursdayvibes', 'quotes']",https://twitter.com/sebenchmark/status/1390362855266979845,False,,1,after a flood insurance floods homesnotinvestments thursdaymorning thursdayvibes quotes,after a flood insurance floods homesnotinvestments thursdaymorning thursdayvibes quotes,[],none
142,142,en,1.39036e+18,1.39036e+18,2021-05-06 22:51:45 India Standard Time,06-05-2021,22:51:45,530,1.10737e+18,xy5z89,Xy5Z89🇩🇪🇪🇺,,"🇿🇦#SouthAfria #WesternCape #Floods -REPORT-  From May 5, 2021, a heavy storm in the Western Cape, South Africa, triggered flooding in some parts of the province. Some of the worst flooding has occurred in the Overberg region.",[],[],"['southafria', 'westerncape', 'floods']",https://twitter.com/Xy5Z89/status/1390356120879964160,False,,0,"🇿🇦southafria westerncape floods -report- from may 5, 2021, a heavy storm in the western cape, south africa, triggered flooding in some parts of the province. some of the worst flooding has occurred in the overberg region.",  southafria westerncape floods  report  from may 5  2021  a heavy storm in the western cape  south africa  triggered flooding in some parts of the province  some of the worst flooding has occurred in the overberg region ,[],flood
143,143,en,1.39036e+18,1.39036e+18,2021-05-06 22:50:48 India Standard Time,06-05-2021,22:50:48,530,224351487.0,wvikfm,"WVIK, Quad Cities NPR",,"FEMA's Risk Rating 2.0 is set to be implemented in October. If this or a similar bill is enacted, changes in flood insurance premiums would be delayed. #floods #floodinsurance #NFIP  https://t.co/jCx5Y9wS4i",['https://patch.com/new-york/wantagh/lawmakers-introduce-bill-protecting-long-islanders-floods'],[],"['floods', 'floodinsurance', 'nfip']",https://twitter.com/WVIKfm/status/1390355882043658249,False,,0,"fema's risk rating 2.0 is set to be implemented in october. if this or a similar bill is enacted, changes in flood insurance premiums would be delayed. floods floodinsurance nfip",fema s risk rating 2 0 is set to be implemented in october  if this or a similar bill is enacted  changes in flood insurance premiums would be delayed  floods floodinsurance nfip,[],none
144,144,en,1.39035e+18,1.39035e+18,2021-05-06 22:40:07 India Standard Time,06-05-2021,22:40:07,530,1.10737e+18,xy5z89,Xy5Z89🇩🇪🇪🇺,,"🇪🇨#Ecuador #Imbabura #FLOODS #ServeWeather -REPORT-  Heavy rains have been dropping in Imbabura Province (northern Ecuador) since the beginning of May, causing flooding and a landslide.",[],[],"['ecuador', 'imbabura', 'floods', 'serveweather']",https://twitter.com/Xy5Z89/status/1390353193167736833,False,,0,"🇪🇨ecuador imbabura floods serveweather -report- heavy rains have been dropping in imbabura province (northern ecuador) since the beginning of may, causing flooding and a landslide.",  ecuador imbabura floods serveweather  report  heavy rains have been dropping in imbabura province  northern ecuador  since the beginning of may  causing flooding and a landslide ,[],flood
145,145,en,1.39035e+18,1.39035e+18,2021-05-06 22:32:36 India Standard Time,06-05-2021,22:32:36,530,8.26147e+17,hirohitnayak,Rohit Nayak,,build your stable model in HEC RAS tutorial by setting right Normal depth in 1D hydrodynamic model #HECRAS #floods #hydrology #hydraulic   https://t.co/hlmYPDM1Ma,['https://youtu.be/cETwdNNfzaM'],[],"['hecras', 'floods', 'hydrology', 'hydraulic']",https://twitter.com/hirohitnayak/status/1390351303423926278,False,,0,build your stable model in hec ras tutorial by setting right normal depth in 1d hydrodynamic model hecras floods hydrology hydraulic,build your stable model in hec ras tutorial by setting right normal depth in 1d hydrodynamic model hecras floods hydrology hydraulic,[],none
146,146,en,1.39035e+18,1.39035e+18,2021-05-06 22:30:36 India Standard Time,06-05-2021,22:30:36,530,258847118.0,pnasnews,PNASNews,,Opinion piece: Compound risks and complex emergencies require new approaches to preparedness:  https://t.co/iB1SYnUbfd #COVID19 #Earthquake #Hurricane #Cyclone #Floods #ClimateChange #CompoundRisk  https://t.co/2t8NmXxiQZ,['http://ow.ly/S99950EGsVS'],['https://pbs.twimg.com/media/E0uErwXXMAcpSJc.jpg'],"['covid19', 'earthquake', 'hurricane', 'cyclone', 'floods', 'climatechange', 'compoundrisk']",https://twitter.com/PNASNews/status/1390350798945759237,False,,1,opinion piece: compound risks and complex emergencies require new approaches to preparedness: covid19 earthquake hurricane cyclone floods climatechange compoundrisk,opinion piece  compound risks and complex emergencies require new approaches to preparedness  covid19 earthquake hurricane cyclone floods climatechange compoundrisk,[],none
147,147,en,1.39035e+18,1.39012e+18,2021-05-06 22:22:22 India Standard Time,06-05-2021,22:22:22,530,2259772729.0,bruceelke,Bruce Elke,,@HanmerBrad @VaderstadCanada It is weird seem to be more geese staying local. So little water. Not sure what it means. Has anyone seen Noah? An ark? #floods,[],[],['floods'],https://twitter.com/BruceElke/status/1390348725780848642,False,,0,it is weird seem to be more geese staying local. so little water. not sure what it means. has anyone seen noah? an ark? floods,it is weird seem to be more geese staying local  so little water  not sure what it means  has anyone seen noah  an ark  floods,[],none
148,148,en,1.39035e+18,1.39035e+18,2021-05-06 22:22:18 India Standard Time,06-05-2021,22:22:18,530,2895577938.0,thomasfoolery86,💧Tom Foolery 🐀🐁,,How many times does Morrison have to turn his back on Australians in need before people actually sit up and take notice? #IndiaBan #Hawaii #AgedCare #Bushfires #Floods #auspol,[],[],"['indiaban', 'hawaii', 'agedcare', 'bushfires', 'floods', 'auspol']",https://twitter.com/thomasfoolery86/status/1390348709599203330,False,,0,how many times does morrison have to turn his back on australians in need before people actually sit up and take notice? indiaban hawaii agedcare bushfires floods auspol,how many times does morrison have to turn his back on australians in need before people actually sit up and take notice  indiaban hawaii agedcare bushfires floods auspol,[],none
149,149,en,1.39035e+18,1.39035e+18,2021-05-06 22:21:55 India Standard Time,06-05-2021,22:21:55,530,1.10737e+18,xy5z89,Xy5Z89🇩🇪🇪🇺,,"🇳🇬#Nigeria #Abudja #Floods  Nigerian authorities released an alert on Thursday, warning of heavy flooding this year in 28 of the country's 36 states and the Federal Capital Territory.",[],[],"['nigeria', 'abudja', 'floods']",https://twitter.com/Xy5Z89/status/1390348613956558850,False,,0,"🇳🇬nigeria abudja floods nigerian authorities released an alert on thursday, warning of heavy flooding this year in 28 of the country's 36 states and the federal capital territory.",  nigeria abudja floods nigerian authorities released an alert on thursday  warning of heavy flooding this year in 28 of the country s 36 states and the federal capital territory ,[],flood
150,150,en,1.39035e+18,1.39035e+18,2021-05-06 22:14:37 India Standard Time,06-05-2021,22:14:37,530,293005120.0,canredcrossatl,CanRedCrossATL,,"It's June to November. Thanks for participating! For tips on emergency preparedness, visit:  https://t.co/O4iKu6O2nR   Free Emergency plan:  https://t.co/ONqiS8YTGU Free Emergency list:  https://t.co/wdHmauegxn #HurricaneSeason #storms #floods #poweroutages #wildfires #evacuations","['http://www.redcross.ca/BeReady', 'https://bit.ly/33oHeJT', 'https://bit.ly/3nSP0Fa']",[],"['hurricaneseason', 'storms', 'floods', 'poweroutages', 'wildfires', 'evacuations']",https://twitter.com/CanRedCrossATL/status/1390346774250938369,False,https://twitter.com/CanRedCrossATL/status/1389975887999811587,0,"it is june to november. thanks for participating! for tips on emergency preparedness, visit: free emergency plan: free emergency list: hurricaneseason storms floods poweroutages wildfires evacuations",it is june to november  thanks for participating  for tips on emergency preparedness  visit  free emergency plan  free emergency list  hurricaneseason storms floods poweroutages wildfires evacuations,[],none
151,151,en,1.39035e+18,1.39035e+18,2021-05-06 22:09:38 India Standard Time,06-05-2021,22:09:38,530,22794611.0,chuckdalldorf,Chuck Dalldorf,,Rainstorms destroy dozens of Liberian homes via @BBCNews    https://t.co/81pG9nQxNX   #Liberia #Guinea #floods #flooding #weather #wx #rain #rescues #humanity #assistance  https://t.co/kvpWwaXJxj,['https://www.bbc.com/news/live/world-africa-47639452?ns_mchannel=social&ns_source=twitter&ns_campaign=bbc_live&ns_linkname=60940eed30a9c902dd5183f5%26Rainstorms%20destroy%20dozens%20of%20Liberian%20homes%262021-05-06T15%3A51%3A47.778Z&ns_fee=0&pinned_post_locator=urn:asset:1fbe9fea-7e2a-4a8b-9306-9577a6286069&pinned_post_asset_id=60940eed30a9c902dd5183f5&pinned_post_type=share'],['https://pbs.twimg.com/media/E0t_3kQUcAEnmlh.png'],"['liberia', 'guinea', 'floods', 'flooding', 'weather', 'wx', 'rain', 'rescues', 'humanity', 'assistance']",https://twitter.com/ChuckDalldorf/status/1390345521810706436,False,,1,rainstorms destroy dozens of liberian homes via liberia guinea floods flooding weather wx rain rescues humanity assistance,rainstorms destroy dozens of liberian homes via liberia guinea floods flooding weather wx rain rescues humanity assistance,[],flood
152,152,en,1.39034e+18,1.39034e+18,2021-05-06 22:00:03 India Standard Time,06-05-2021,22:00:03,530,2958383333.0,destinyfingrp,Troy A Young CFP (R),,"You may not be able to stop #floods from wreaking havoc, but #insurance can manage some of the financial loss.  https://t.co/uctyglC45O",['https://myf.mg/cUHU'],[],"['floods', 'insurance']",https://twitter.com/DestinyFinGrp/status/1390343112103505927,False,,0,"you may not be able to stop floods from wreaking havoc, but insurance can manage some of the financial loss.",you may not be able to stop floods from wreaking havoc  but insurance can manage some of the financial loss ,[],none
153,153,en,1.39034e+18,1.39034e+18,2021-05-06 21:38:52 India Standard Time,06-05-2021,21:38:52,530,321520906.0,iball_raekwon,Raekwon Mingledoff,,Dont leave me out in the cold without my warm thing #Floods,[],[],['floods'],https://twitter.com/iBall_Raekwon/status/1390337781411377152,False,,0,do not leave me out in the cold without my warm thing floods,do not leave me out in the cold without my warm thing floods,[],flood
154,154,en,1.39033e+18,1.39033e+18,2021-05-06 21:00:53 India Standard Time,06-05-2021,21:00:53,530,3345275435.0,unige_en,UNIGE_en,,A team of Swiss and international climate scientists led by @unige_en has shown that the risk of glacial lake outburst #floods in the #Himalayan region and the Tibetan plateau could triple in the coming decades.  https://t.co/Y4MUBfgpWl  https://t.co/yrEXOUsttv,['http://ow.ly/uDUw50ED91b'],['https://pbs.twimg.com/media/E0twJnoXMAURR_J.jpg'],"['floods', 'himalayan']",https://twitter.com/unige_en/status/1390328221976121347,False,,1,a team of swiss and international climate scientists led by has shown that the risk of glacial lake outburst floods in the himalayan region and the tibetan plateau could triple in the coming decades.,a team of swiss and international climate scientists led by has shown that the risk of glacial lake outburst floods in the himalayan region and the tibetan plateau could triple in the coming decades ,[],flood
155,155,en,1.39032e+18,1.39032e+18,2021-05-06 20:31:35 India Standard Time,06-05-2021,20:31:35,530,486736569.0,esiwmasonry,ESI Waterproofing,,"Did you know Floods are the most common natural hazard in America? Floods can happen anytime, anywhere and it never plays favorites.  At ESI Waterproofing, our professionals can help you significantly lower the risk of experiencing a flood. Ask us how!  #Floods #Damage #Water  https://t.co/b67tMD5ZHp",[],['https://pbs.twimg.com/media/E0tpcRJXEAMqrzN.jpg'],"['floods', 'damage', 'water']",https://twitter.com/ESIwmasonry/status/1390320845428510723,False,,1,"did you know floods are the most common natural hazard in america? floods can happen anytime, anywhere and it never plays favorites. at esi waterproofing, our professionals can help you significantly lower the risk of experiencing a flood. ask us how! floods damage water",did you know floods are the most common natural hazard in america  floods can happen anytime  anywhere and it never plays favorites  at esi waterproofing  our professionals can help you significantly lower the risk of experiencing a flood  ask us how  floods damage water,[],flood
156,156,en,1.39031e+18,1.39031e+18,2021-05-06 19:54:21 India Standard Time,06-05-2021,19:54:21,530,2149769419.0,epaphotos,european pressphoto agency,,"At least 46 people have died and another 15 remain missing after heavy rains and flash #floods hit 15 of the 34 provinces, Herat the most, in #Afghanistan and damaged around 1,000 houses, officials said on 05 May. 📷 epa / Jalil Rezayee  #epaphotos #visualizingtheworld  https://t.co/p5j607d6BQ",[],['https://pbs.twimg.com/media/E0tgzDZXMAY3xZc.jpg'],"['floods', 'afghanistan', 'epaphotos', 'visualizingtheworld']",https://twitter.com/epaphotos/status/1390311476683055119,False,,1,"at least 46 people have died and another 15 remain missing after heavy rains and flash floods hit 15 of the 34 provinces, herat the most, in afghanistan and damaged around 1,000 houses, officials said on 05 may. 📷 epa / jalil rezayee epaphotos visualizingtheworld",at least 46 people have died and another 15 remain missing after heavy rains and flash floods hit 15 of the 34 provinces  herat the most  in afghanistan and damaged around 1 000 houses  officials said on 05 may    epa   jalil rezayee epaphotos visualizingtheworld,[],flood
157,157,en,1.39031e+18,1.39031e+18,2021-05-06 19:52:44 India Standard Time,06-05-2021,19:52:44,530,2931322335.0,jlynnfraser1,J Lynn Fraser,,"""#Glacial #lakes threaten millions with #flooding as planet heats up""   https://t.co/QnmI2nE3f5 #floods #ClimateChange",['https://www.theguardian.com/environment/2021/may/02/glacial-lakes-threaten-millions-with-floods-as-planet-heats-up'],[],"['glacial', 'lakes', 'flooding', 'floods', 'climatechange']",https://twitter.com/JLynnFraser1/status/1390311070796066817,False,,0,"""glacial lakes threaten millions with flooding as planet heats up"" floods climatechange", glacial lakes threaten millions with flooding as planet heats up  floods climatechange,[],flood
158,158,en,1.3903e+18,1.3903e+18,2021-05-06 19:03:56 India Standard Time,06-05-2021,19:03:56,530,1.3756e+18,freetal95439160,Free Talk,,New episode of #freetalk. We are talking about the events happening in the world.  #volcano #floods #hail #Eruption #JusticeForGeorgeFloyd #aya #podcast #spotify #Anchor #Apple #google #newepisode #freetalkca #Listen #Like #subscribe #share  https://t.co/K0py2gA6Zh,[],['https://pbs.twimg.com/media/E0tVYb-XsAINA1W.jpg'],"['freetalk', 'volcano', 'floods', 'hail', 'eruption', 'justiceforgeorgefloyd', 'aya', 'podcast', 'spotify', 'anchor', 'apple', 'google', 'newepisode', 'freetalkca', 'listen', 'like', 'subscribe', 'share']",https://twitter.com/FreeTal95439160/status/1390298790771499009,False,,1,new episode of freetalk. we are talking about the events happening in the world. volcano floods hail eruption justiceforgeorgefloyd aya podcast spotify anchor apple google newepisode freetalkca listen like subscribe share,new episode of freetalk  we are talking about the events happening in the world  volcano floods hail eruption justiceforgeorgefloyd aya podcast spotify anchor apple google newepisode freetalkca listen like subscribe share,[],none
159,159,en,1.39029e+18,1.39029e+18,2021-05-06 18:43:52 India Standard Time,06-05-2021,18:43:52,530,1.09022e+18,meteoreduk,Meteored | YourWeather,,"Many records for rainfall were broken between 2019 and 2020, when there were also impactful #floods in the UK. 🌊   https://t.co/9gFkQt979h",['https://www.yourweather.co.uk/news/trending/heavy-rain-and-flood-risk-trends-from-2019-to-2020.html'],[],['floods'],https://twitter.com/MeteoredUK/status/1390293740556795906,False,,0,"many records for rainfall were broken between 2019 and 2020, when there were also impactful floods in the uk. 🌊",many records for rainfall were broken between 2019 and 2020  when there were also impactful floods in the uk   ,[],flood
160,160,en,1.39029e+18,1.39029e+18,2021-05-06 18:22:31 India Standard Time,06-05-2021,18:22:31,530,102098902.0,fmtoday,Free Malaysia Today,,Machang Bubok assemblyman Lee Khai Loon urges Putrajaya to hasten RM10 million flood mitigation study for the Machang Bubok-Kulim area. #FMTNews #Floods #BukitMertajam #StevenSim #LeeKhaiLoon   https://t.co/F77Sb9jIh7,['https://www.freemalaysiatoday.com/category/nation/2021/05/06/over-200-affected-in-bukit-mertajam-floods/'],[],"['fmtnews', 'floods', 'bukitmertajam', 'stevensim', 'leekhailoon']",https://twitter.com/fmtoday/status/1390288366323728384,False,,0,machang bubok assemblyman lee khai loon urges putrajaya to hasten rm10 million flood mitigation study for the machang bubok-kulim area. fmtnews floods bukitmertajam stevensim leekhailoon,machang bubok assemblyman lee khai loon urges putrajaya to hasten rm10 million flood mitigation study for the machang bubok kulim area  fmtnews floods bukitmertajam stevensim leekhailoon,[],flood
161,161,en,1.39029e+18,1.39029e+18,2021-05-06 18:14:43 India Standard Time,06-05-2021,18:14:43,530,3111226033.0,timmelino,Tim Melino,,"US storms: Hail, tornadoes and flash #FLOODS wreak havoc  https://t.co/N7NbPvTfaG #GPWX",['http://gpwx.news/fg0h8'],[],"['floods', 'gpwx']",https://twitter.com/TimMelino/status/1390286402584252417,False,,0,"us storms: hail, tornadoes and flash floods wreak havoc gpwx",us storms  hail  tornadoes and flash floods wreak havoc gpwx,[],flood
162,162,en,1.39029e+18,1.39027e+18,2021-05-06 18:13:40 India Standard Time,06-05-2021,18:13:40,530,575429484.0,ilankelman,Ilan Kelman,,@AchalaNavaratne @ifrc @UNDP_BD @BDRCS1 @sanjeevkafley @sudiptomuk @ahmadmukul @IFRCAsiaPacific @UNDRR_AsiaPac @UNDRR @UNDP @AJMatheou @RCClimate Some #DRR #Bangladesh papers: 1. #climigration  https://t.co/B9VnFPEebe 2. #resilience  https://t.co/auRTigSaOO &amp;  https://t.co/vpNdVyyMK1 3. #migration  https://t.co/uhkBKKOEyF 4. #EWS  https://t.co/6eDhVvsU6t 5. #floods  https://t.co/pMfsfvKw7m 6. #drought  https://t.co/ugRA3Dpjrr,"['https://doi.org/10.3390/su8121223', 'https://doi.org/10.3390/su8080805', 'https://doi.org/10.1016/j.ijdrr.2018.06.011', 'https://doi.org/10.1111/apv.12156', 'https://doi.org/10.1108/DPM-12-2017-0318', 'http://ijmed.org/articles/770', 'https://doi.org/10.1016/j.envdev.2018.11.004']",[],"['drr', 'bangladesh', 'climigration', 'resilience', 'migration', 'ews', 'floods', 'drought']",https://twitter.com/IlanKelman/status/1390286140310265857,False,,0,some drr bangladesh papers: 1. climigration 2. resilience &amp; 3. migration 4. ews 5. floods 6. drought,some drr bangladesh papers  1  climigration 2  resilience  amp  3  migration 4  ews 5  floods 6  drought,[],none
163,163,en,1.39027e+18,1.39027e+18,2021-05-06 16:58:10 India Standard Time,06-05-2021,16:58:10,530,17398852.0,tsepulveda,Todd Sepulveda,,"Being prepared for the next emergency isn't hard at all. You just need the ""know how.""   Sign-up for the next Emergency Prep 101 Webinar. It will be LIVE, Virtual and FREE - May 20, 2021 @ 8 pm CST.   https://t.co/6RCYOig7jP  #hurricane #hurricaneSeason #storms #floods #blackouts  https://t.co/ttlRcYggjZ",['http://www.PreparednessWebinars.com'],['https://pbs.twimg.com/media/E0s4VEKXMAUBd-d.jpg'],"['hurricane', 'hurricaneseason', 'storms', 'floods', 'blackouts']",https://twitter.com/tsepulveda/status/1390267139966308356,False,,1,"being prepared for the next emergency is not hard at all. you just need the ""know how."" sign-up for the next emergency prep 101 webinar. it will be live, virtual and free - may 20, 2021 @ 8 pm cst. hurricane hurricaneseason storms floods blackouts",being prepared for the next emergency is not hard at all  you just need the  know how   sign up for the next emergency prep 101 webinar  it will be live  virtual and free   may 20  2021   8 pm cst  hurricane hurricaneseason storms floods blackouts,[],none
164,164,en,1.39025e+18,1.39025e+18,2021-05-06 16:09:24 India Standard Time,06-05-2021,16:09:24,530,3038951751.0,tamsinshasha,Tamsin Shasha,,Our piece about #climatechange &amp; what is happening to the planet &amp; what will continue to happen if we don't STOP @CarolineLucas @Greenpeace @TheGreenParty #COP26 #ClimateCrisis #famine #floods #forestfire  Performed at last year's @brightonfringe,[],[],"['climatechange', 'cop26', 'climatecrisis', 'famine', 'floods', 'forestfire']",https://twitter.com/TamsinShasha/status/1390254867315318787,False,https://twitter.com/aodtheatre/status/1390234521233199106,0,our piece about climatechange &amp; what is happening to the planet &amp; what will continue to happen if we do not stop cop26 climatecrisis famine floods forestfire performed at last year's,our piece about climatechange  amp  what is happening to the planet  amp  what will continue to happen if we do not stop cop26 climatecrisis famine floods forestfire performed at last year s,[],none
165,165,en,1.39025e+18,1.39025e+18,2021-05-06 15:40:44 India Standard Time,06-05-2021,15:40:44,530,116185096.0,hrwallingford,HR Wallingford,,"Thanks to @spacegovuk funding, we've developed an innovative way of forecasting the impact of #flooding on people, infrastructure and the economy.  Testing along the Koshi river in India has gone well and we've had really positive feedback from potential users.  #space #floods  https://t.co/1GjqGTCcPX",[],['https://pbs.twimg.com/media/E0smPoTWUAMTyu3.png'],"['flooding', 'space', 'floods']",https://twitter.com/hrwallingford/status/1390247650289672197,False,,1,"thanks to funding, we have developed an innovative way of forecasting the impact of flooding on people, infrastructure and the economy. testing along the koshi river in india has gone well and we have had really positive feedback from potential users. space floods",thanks to funding  we have developed an innovative way of forecasting the impact of flooding on people  infrastructure and the economy  testing along the koshi river in india has gone well and we have had really positive feedback from potential users  space floods,['india'],flood
166,166,en,1.39023e+18,1.39023e+18,2021-05-06 14:35:33 India Standard Time,06-05-2021,14:35:33,530,78291056.0,lifesuregroup,Lifesure,,"A great article about Lifesure and it's adoption of the Flood Re scheme, to help protect park homes in many of the UK's highest-risk flood areas. To read more visit  https://t.co/1ag47sHOci  #parkhome #floods #peaceofmind",['https://bit.ly/3epQioe'],[],"['parkhome', 'floods', 'peaceofmind']",https://twitter.com/LifesureGroup/status/1390231249822826496,False,,0,"a great article about lifesure and it is adoption of the flood re scheme, to help protect park homes in many of the uk's highest-risk flood areas. to read more visit parkhome floods peaceofmind",a great article about lifesure and it is adoption of the flood re scheme  to help protect park homes in many of the uk s highest risk flood areas  to read more visit parkhome floods peaceofmind,[],flood
167,167,en,1.39021e+18,1.39021e+18,2021-05-06 13:23:00 India Standard Time,06-05-2021,13:23:00,530,1073802444.0,iran_policy,NCRI-FAC,,"Heavy Rainfall, Floods, and Drought in Iran, Product of the Mullahs’ Regime #Iran #floods #environment  #رای_من_سرنگونی    https://t.co/bvVheOFEFh",['https://www.ncr-iran.org/en/news/human-rights/heavy-rainfall-floods-and-drought-in-iran-product-of-the-mullahs-regime/'],[],"['iran', 'floods', 'environment', 'رای_من_سرنگونی']",https://twitter.com/iran_policy/status/1390212989270302722,False,,0,"heavy rainfall, floods, and drought in iran, product of the mullahs’ regime iran floods environment رای_من_سرنگونی",heavy rainfall  floods  and drought in iran  product of the mullahs  regime iran floods environment               ,[],flood
