,conversation_id,created_at,date,time,timezone,user_id,username,name,tweet,Manual Labels,Auto Label,language,urls,Unnamed: 13,photos,hashtags,link
9604,1.32e+18,2020-11-05 10:10:03 India Standard Time,05-11-2020,10:10:03,530,140803376.0,preventionweb,PreventionWeb,Southeast Asia has been battered by #storms and #floods. @ASEAN Governments need to strenghten disaster #resilience  https://t.co/HtU5y8kg0F  https://t.co/mUfJJcK9w9,flood,,en,['https://bit.ly/2JkPtzI'],,['https://pbs.twimg.com/media/EmCJ1QjXYAELOeV.jpg'],"['storms', 'floods', 'resilience']",https://twitter.com/PreventionWeb/status/1324209839803895809
9605,1.32e+18,2020-11-05 09:09:54 India Standard Time,05-11-2020,9:09:54,530,171737081.0,safetyphd,"David P. Perrodin, PhD - Empirical Chaosist 🇺🇸",This system is legit.  #Floods   https://t.co/cjOTvtY4uc,none,,en,['https://youtu.be/fJKsgEnYxCg'],,[],['floods'],https://twitter.com/SafetyPhD/status/1324194705463234561
9606,1.32e+18,2020-11-05 08:38:51 India Standard Time,05-11-2020,8:38:51,530,572615766.0,luckyjoen,LuckyJoe  Nkutshoeu,God please be wit us 🙏 #GautengStorm #Floods,flood,,en,[],,[],"['gautengstorm', 'floods']",https://twitter.com/LuckyjoeN/status/1324186888341770241
9607,1.32e+18,2020-11-05 08:00:50 India Standard Time,05-11-2020,8:00:50,530,24352453.0,mazhar_ali,MUSTARD SEED,"#TormentaEta weakened to a tropical depression yesterday as it passed through #Honduras , the rains remained intense in several areas &amp; caused #floods &amp; #landslides that have caused casualties &amp; damages #Airports also closed due to this bad weather. #LluviasHonduras #huracán #Eta",flood,,en,[],,[],"['tormentaeta', 'honduras', 'floods', 'landslides', 'airports', 'lluviashonduras', 'huracán', 'eta']",https://twitter.com/MAZHAR_ALI/status/1324177320974852096
9608,1.32e+18,2020-11-05 06:43:48 India Standard Time,05-11-2020,6:43:48,530,289365657.0,ibts_org,IBTS,"With so many being affected by recent #disasters such as #hurricanes, #floods, #wildfires this is an important reminder from @FEMA if you are approached and offered #assistance. #Beware of #scams!",none,,en,[],,[],"['disasters', 'hurricanes', 'floods', 'wildfires', 'assistance', 'beware', 'scams']",https://twitter.com/IBTS_org/status/1324157938890641408
9609,1.32e+18,2020-11-05 06:15:19 India Standard Time,05-11-2020,6:15:19,530,75174202.0,mels_asylum,mel 🦘 🎗 Free Julian Assange 🎗,The only climate change is climate CONTROL! #WeatherWarFare #Geoengineering #HAARP  #DEW  #TeslaTechArrays #Chemtrails  #Earthquakes #Floods  #Landslides  #Drought  #Fires  #MassBirdDeaths #WhaleAndDolphinDisorientationBeachSuicides It's all connected!,none,,en,[],,[],"['weatherwarfare', 'geoengineering', 'haarp', 'dew', 'teslatecharrays', 'chemtrails', 'earthquakes', 'floods', 'landslides', 'drought', 'fires', 'massbirddeaths', 'whaleanddolphindisorientationbeachsuicides']",https://twitter.com/mels_asylum/status/1324150767893184512
9610,1.32e+18,2020-11-05 05:38:11 India Standard Time,05-11-2020,5:38:11,530,152805513.0,earth_extreme,Earth Extremities,"Dead dogs litter ground and 1,700 still missing as flood strikes animal shelter in Malaysia #DeadDogs #dogs #floods #malaysia  https://t.co/XYA3LOO6Ec",flood,,en,['https://wp.me/p1IeZh-tA0'],,[],"['deaddogs', 'dogs', 'floods', 'malaysia']",https://twitter.com/Earth_Extreme/status/1324141423868956672
9611,1.32e+18,2020-11-05 05:31:08 India Standard Time,05-11-2020,5:31:08,530,19030368.0,canadianwater,Water Canada,"“Flooding continues to be the most frequent and costly natural disaster in Canada,” said Bill Blair (@BillBlair), minister of public safety and emergency preparedness.    https://t.co/qQgjNCmQGy  #flooding #ontario #floods  https://t.co/2l2QJvJtt7",flood,,en,['https://www.watercanada.net/funding-announced-to-reduce-impacts-of-flooding-in-lasalle-ontario/'],,['https://pbs.twimg.com/media/EmBJ_i-XYAI8T--.jpg'],"['flooding', 'ontario', 'floods']",https://twitter.com/CanadianWater/status/1324139647933566977
9612,1.32e+18,2020-11-05 04:43:36 India Standard Time,05-11-2020,4:43:36,530,265292256.0,t_itamiya,Tomoki Itamiya 板宮 朋基,#AugmentedReality #floods simulation app is useful for disaster risk reduction education. #iPhone12Pro #tsunami #TsunamiDay #津波防災の日 @UNDRR  https://t.co/DcQ0dlYg7F,none,,en,[],,[],"['augmentedreality', 'floods', 'iphone12pro', 'tsunami', 'tsunamiday', '津波防災の日']",https://twitter.com/t_itamiya/status/1324127685807730689
9613,1.32e+18,2020-11-05 04:05:18 India Standard Time,05-11-2020,4:05:18,530,2945448848.0,verdemana,Marco Paz,"#hurricaneeta is hitting #centralamerica #puertobarrios #izabal in #guatemala , causing #floods     El #huracáneta está golpeando a #centroamérica causando inundaciones en Puerto Barrios, Izabal y el resto del país!  https://t.co/epO4ZM59Rg",flood,,es,['https://www.instagram.com/p/CHL5CLnBGOJ/?igshid=15bed0ho551se'],,[],"['hurricaneeta', 'centralamerica', 'puertobarrios', 'izabal', 'guatemala', 'floods', 'huracáneta', 'centroamérica']",https://twitter.com/verdemana/status/1324118047242752000
9614,1.32e+18,2020-11-05 02:57:07 India Standard Time,05-11-2020,2:57:07,530,1.28e+18,thebrewae,TheBrew.ae,#HurricaneEta spun through #Nicaragua Wednesday  leaving #floods #landslides in its wake. The storm has killed at least three people so far. Residents continue to be on high alert.  https://t.co/Mmx4OardCJ 🇳🇮🌪️  #Eta #hurricane #Weather #news #thebrewae,flood,,en,['http://bit.ly/3mU6orr'],,[],"['hurricaneeta', 'nicaragua', 'floods', 'landslides', 'eta', 'hurricane', 'weather', 'news', 'thebrewae']",https://twitter.com/TheBrewAE/status/1324100892195459075
9615,1.32e+18,2020-11-05 02:38:01 India Standard Time,05-11-2020,2:38:01,530,135536498.0,actionnow1,Actionnow🇺🇸🌊🐳✝🌈🗽🕊🕊🗽🕆,@alejandranava_s @THodsong @MildredAG3 @ReynitaSevilla @CuapaRodriguez @Fran_almen2020 @JavierM_Monkey @MamiSandinista @LainezJessenia @FedericoColina2 Bless you all be safe so sorry. #World does see you all. Hopefully they send help fast! #Hurrican #Eta #storm #severe #flooding #floods &amp; #damage! 💜💜💜💜💜,none,,en,[],,[],"['world', 'hurrican', 'eta', 'storm', 'severe', 'flooding', 'floods', 'damage']",https://twitter.com/ActionNow1/status/1324096083493007362
9616,1.32e+18,2020-11-05 01:52:52 India Standard Time,05-11-2020,1:52:52,530,1.31e+18,stormcentar,مركز العاصفة,سيول عرمرم للوديان لم تشهدها السعودية منذ 50 عام 4.11.2020  تابع عبر الفيديو التالي سيلان معظم الوديان في السعودية   https://t.co/eFzYlhumMe  #طقس_السعودية  #طقس_العرب  #طقس_المدينة  #مصر  #السعودية  #العراق  #الخليج  #rain  #Storm  #floods,,,ar,['https://youtu.be/c6-07UO9VN0'],,[],"['طقس_السعودية', 'طقس_العرب', 'طقس_المدينة', 'مصر', 'السعودية', 'العراق', 'الخليج', 'rain', 'storm', 'floods']",https://twitter.com/StormCentar/status/1324084719261229057
9617,1.32e+18,2020-11-05 01:45:05 India Standard Time,05-11-2020,1:45:05,530,7.15e+17,1graniteteam,Granite Financial,"You may not be able to stop #floods from wreaking havoc, but #insurance can manage some of the financial loss.  https://t.co/T8iFs7KJEh",none,,en,['https://myf.mg/bxVL'],,[],"['floods', 'insurance']",https://twitter.com/1GraniteTeam/status/1324082764078030854
9618,1.32e+18,2020-11-05 00:09:23 India Standard Time,05-11-2020,0:09:23,530,49322612.0,hazariah,Hannah Azariah,#resiliency #faith #humor #typhoonRolly #floods #funneverstops  https://t.co/4ncva2Bngq,none,,und,[],,"['https://pbs.twimg.com/media/EmAAWCYVkAEJPpG.jpg', 'https://pbs.twimg.com/media/EmAAWORU0AA5L4-.jpg', 'https://pbs.twimg.com/media/EmAAWWMVcAEuz-2.jpg', 'https://pbs.twimg.com/media/EmAAWd5UcAEKfdy.jpg']","['resiliency', 'faith', 'humor', 'typhoonrolly', 'floods', 'funneverstops']",https://twitter.com/hazariah/status/1324058678299746304
9619,1.32e+18,2020-11-05 00:06:27 India Standard Time,05-11-2020,0:06:27,530,257990786.0,roger_ernesto,Roger Espinoza,"Extinguishing the sun. Wash away man, take him with the floods! #Pantera #Floods #Apocalypse",none,,en,[],,[],"['pantera', 'floods', 'apocalypse']",https://twitter.com/roger_ernesto/status/1324057939523604481
9620,1.32e+18,2020-11-05 00:00:00 India Standard Time,05-11-2020,0:00:00,530,1633686860.0,watermark_wstr,Watermark Wealth,"You may not be able to stop #floods from wreaking havoc, but #insurance can manage some of the financial loss.  https://t.co/G8wXBjMGmm",none,,en,['https://myf.mg/bxR3'],,[],"['floods', 'insurance']",https://twitter.com/Watermark_WSTR/status/1324056318664167424
9621,1.32e+18,2020-11-04 23:42:45 India Standard Time,04-11-2020,23:42:45,530,1.1e+18,extremeweathers,Extreme Weather and Natural Disasters,"#Mecca #Makkah #RAIN #Flooding #Flood #floods #weather #extremeweather #naturaldisaster Makkah al-Mukarramah  [LIVE UPDATE] In Mecca, heavy rain and Small flood in Saudi Arabia. Chave Weather 2020  https://t.co/Fz9bsC4GY0  @YouTube  مكة المكرمة مَكَّة",flood,,und,['https://youtu.be/O5nJPa9fSqs'],,[],"['mecca', 'makkah', 'rain', 'flooding', 'flood', 'floods', 'weather', 'extremeweather', 'naturaldisaster']",https://twitter.com/ExtremeWeathers/status/1324051976951353345
9622,1.32e+18,2020-11-04 23:31:37 India Standard Time,04-11-2020,23:31:37,530,1.31e+18,newsdisasters,Disasters News,"Heavy rains and floods hit Alexandria in Egypt - Nov. 04, 2020 أمطار غزيرة وسيول فى الاسكندرية مصر #مصر #Egypt #EgyptToday #Alexandria #rains #Flood #floods #الإسكندرية #أمطار #سيول  https://t.co/Xom7s4vrzU",flood,,und,['https://youtu.be/PP2ho8amVwQ'],,[],"['مصر', 'egypt', 'egypttoday', 'alexandria', 'rains', 'flood', 'floods', 'الإسكندرية', 'أمطار', 'سيول']",https://twitter.com/NewsDisasters/status/1324049176318091264
9623,1.32e+18,2020-11-04 23:21:42 India Standard Time,04-11-2020,23:21:42,530,357947168.0,fahadkaizer,Fahad Kaizer,Some of My Major Works Published. #floods #Monson #FAO #Bangladesh #Women #poverty #foodsecurity #pandamic #climatechange #covid #sustainability #climate #globalwarming  https://t.co/E1jrikPScp,none,,en,['https://lnkd.in/g3u4vsy'],,[],"['floods', 'monson', 'fao', 'bangladesh', 'women', 'poverty', 'foodsecurity', 'pandamic', 'climatechange', 'covid', 'sustainability', 'climate', 'globalwarming']",https://twitter.com/fahadkaizer/status/1324046677532012544
9624,1.32e+18,2020-11-04 23:00:08 India Standard Time,04-11-2020,23:00:08,530,95418595.0,thedailyclimate,Daily Climate,"RT @TRF_Climate: With the worst of the rains finished, aid agencies and #SouthSudan government are rushing to distribute seeds for replanting to avert a famine #hunger #floods  https://t.co/gje1ENEsrj",flood,,en,['https://tmsnrt.rs/3emLdeE'],,[],"['southsudan', 'hunger', 'floods']",https://twitter.com/TheDailyClimate/status/1324041251512066048
9625,1.32e+18,2020-11-04 22:24:42 India Standard Time,04-11-2020,22:24:42,530,1.32e+18,wisatajogja20,wisata jogja,#Flooding  #Vietnam  #Floods  #QuangNam #Naturaldisasters [Natural Disasters]Flooding in Vietnam  https://t.co/J1jnCMJOl1,flood,,en,['https://www.youtube.com/watch?v=cHDHoDF4s88'],,[],"['flooding', 'vietnam', 'floods', 'quangnam', 'naturaldisasters']",https://twitter.com/wisatajogja20/status/1324032332366426114
9626,1.32e+18,2020-11-04 22:11:53 India Standard Time,04-11-2020,22:11:53,530,132814447.0,abodeoflakshmi,Srinivas Manooru 🇮🇳 శ్రీనివాస్ మణూరు 🇮🇳,"Listen to Mr. Nagaraj Bakka, Swachh Bharat Abhiyan, #Malkajgiri of how they Collected Rs.7000-8000 from each house in January &amp; after 2 months another 5000 from each house.  He says: during the recent #floods #HyderabadFloods, the water entered the houses to a level of 6-7 feet.  https://t.co/fls3MT8lAi",flood,,en,[],,[],"['malkajgiri', 'floods', 'hyderabadfloods']",https://twitter.com/AbodeOfLakshmi/status/1324029110151077894
9627,1.32e+18,2020-11-04 22:09:06 India Standard Time,04-11-2020,22:09:06,530,314530259.0,concernuk,Concern Worldwide UK,"#Sudan has been hit by heavy rainfall and flooding, leaving 875,000 people affected across the country.  Concern has distributed kits with tarpaulin for shelter, blankets and hygiene items to around 745 extremely vulnerable people who have lost their homes to the #floods.  https://t.co/4ehxJY5Khy",flood,,en,[],,"['https://pbs.twimg.com/media/El_k0llXIAMePoJ.jpg', 'https://pbs.twimg.com/media/El_k0mrW0AEss5p.jpg']","['sudan', 'floods']",https://twitter.com/ConcernUK/status/1324028409958248449
9628,1.32e+18,2020-11-04 21:58:35 India Standard Time,04-11-2020,21:58:35,530,80620895.0,todayortamara,Tamara,#HuracanEta #Huracan #HurricaneEta #lluvia #floods #inundaciones #HuracánEta #Huracán,none,,und,[],,[],"['huracaneta', 'huracan', 'hurricaneeta', 'lluvia', 'floods', 'inundaciones', 'huracáneta', 'huracán']",https://twitter.com/TodayorTamara/status/1324025763096596482
9629,1.32e+18,2020-11-04 21:40:37 India Standard Time,04-11-2020,21:40:37,530,163392974.0,yeskayess,yeskayess,@globaltimesnews Why not be specific it's #food #product #CCP_is_terrorist importing Your #Farmers entire #Hardwork has been laid to #waste by #CCPVirus #floods #LocustRaid #fires #hailstorm #tyhpoons #earthquakes #snowstorms &amp; #CCPLiedPeopleDied as no #compensation paid to the #PoorFarmers,none,,en,[],,[],"['food', 'product', 'ccp_is_terrorist', 'farmers', 'hardwork', 'waste', 'ccpvirus', 'floods', 'locustraid', 'fires', 'hailstorm', 'tyhpoons', 'earthquakes', 'snowstorms', 'ccpliedpeopledied', 'compensation', 'poorfarmers']",https://twitter.com/yeskayess/status/1324021241036959750
9630,1.32e+18,2020-11-04 21:26:35 India Standard Time,04-11-2020,21:26:35,530,9.39e+17,afrikagreencast,@AfrikaGreenCast,Living Future Collaborative South Africa is hosting Net Positive Water Buildings event.  Would you like to attend?   Registration is open:  https://t.co/yt65LPVuwH  #water #waterresilience #waterreuse #climatechange #drought #floods #innovation,none,,en,['https://bit.ly/3oM6Ny1'],,[],"['water', 'waterresilience', 'waterreuse', 'climatechange', 'drought', 'floods', 'innovation']",https://twitter.com/AfrikaGreenCast/status/1324017708816572416
9631,1.32e+18,2020-11-04 21:25:05 India Standard Time,04-11-2020,21:25:05,530,15169290.0,libraryjournal,Library Journal,"NEW Research Tools: USGS Announces Launch of National Water Dashboard, Features Real-Time #Water Levels, Flood Forecasts, &amp; More  https://t.co/AyXAJj52V8  #floods #weather #data  https://t.co/TMIg5RBo0w",none,,en,['http://ow.ly/uR6n50C9FYQ'],,['https://pbs.twimg.com/media/El2f5IAWMAEyvJz.jpg'],"['water', 'floods', 'weather', 'data']",https://twitter.com/LibraryJournal/status/1324017333250215936
9632,1.32e+18,2020-11-04 21:00:03 India Standard Time,04-11-2020,21:00:03,530,84330425.0,isrgrajan,Isrg Rajan,A Survivalist’s Guide to Dealing with Floods  See:  https://t.co/1y5K9FxOwe  #isrgrajan #WednesdayMotivation #Floods #FloodsinIndia #Storms  https://t.co/VQcD0Vmu1Y,none,,en,['https://www.isrgrajan.com/?p=18008'],,['https://pbs.twimg.com/media/El_VBCjWkAAdW4r.jpg'],"['isrgrajan', 'wednesdaymotivation', 'floods', 'floodsinindia', 'storms']",https://twitter.com/isrgrajan/status/1324011030335361024
9633,1.32e+18,2020-11-04 20:57:28 India Standard Time,04-11-2020,20:57:28,530,2704377224.0,sp_simonovic,Slobodan P Simonovic,"Join us for the third ICFM  webinar. We will introduce our next Conference - ICFM8 and local organizer:  @IIHRUIowa, world-renowned center for  hydraulic engineering and fluid mechanics. #Floods are on our mind.    https://t.co/cMEOcmD6oq  @ICLRCanada @SP_Simonovic @IcfmI",none,,en,['http://icfm.world/Webinars/'],,[],['floods'],https://twitter.com/SP_Simonovic/status/1324010381816307714
9634,1.32e+18,2020-11-04 20:42:01 India Standard Time,04-11-2020,20:42:01,530,1.05e+18,mulindwa_guy,MulindwaMoses,The cries and fear of Kasese people because of floods and landslides is heartbreaking. Over 500 people were left homeless and helpless. Children and the elderly are starving! #ClimateCrisis #floods  https://t.co/6Okt9z5eL0,flood,,en,[],,"['https://pbs.twimg.com/media/El_QqbLWkAUvyfM.jpg', 'https://pbs.twimg.com/media/El_QqcUXEAAD4UD.jpg', 'https://pbs.twimg.com/media/El_QqcWW0AA0gdJ.jpg', 'https://pbs.twimg.com/media/El_QqczXIAEZuF3.jpg']","['climatecrisis', 'floods']",https://twitter.com/mulindwa_guy/status/1324006494094954504
9635,1.32e+18,2020-11-04 20:27:04 India Standard Time,04-11-2020,20:27:04,530,2903859174.0,californiadds,California DDS,"A #disaster could happen at any moment like #wildfires, #earthquakes &amp; #floods. When we all do our part, we keep more people safe!   1⃣ Get Official Alerts  2⃣ Make A Plan 3⃣ Pack A Go-Bag  4⃣ Build A Stay Box 5⃣ Help Friends and Neighbors   For more info:  https://t.co/PsO1GjVcDI  https://t.co/egghbaP27I",none,,en,['http://bit.ly/3afRp5U'],,['https://pbs.twimg.com/media/El_NdpcUcAAkQ9p.jpg'],"['disaster', 'wildfires', 'earthquakes', 'floods']",https://twitter.com/CaliforniaDDS/status/1324002729606311936
9636,1.32e+18,2020-11-04 20:17:30 India Standard Time,04-11-2020,20:17:30,530,1.32e+18,questmet,Quest Met,#northeastmonsoon #NEM2020 #chennairains #chennairain #Chennai #HyderabadFloods #Floods #rains #Thunderstorms #WeatherUpdate #weatheralert #WeatherForecast #ClimateAction #ClimateActionNow #climatechange #ClimateCrisis #ClimateEmergency,flood,,und,[],,[],"['northeastmonsoon', 'nem2020', 'chennairains', 'chennairain', 'chennai', 'hyderabadfloods', 'floods', 'rains', 'thunderstorms', 'weatherupdate', 'weatheralert', 'weatherforecast', 'climateaction', 'climateactionnow', 'climatechange', 'climatecrisis', 'climateemergency']",https://twitter.com/QuestMet/status/1324000323803832321
9637,1.32e+18,2020-11-04 19:43:38 India Standard Time,04-11-2020,19:43:38,530,89711639.0,trf_climate,TRF Climate,"With the worst of the rains finished, aid agencies and #SouthSudan government are rushing to distribute seeds for replanting to avert a famine #hunger #floods  https://t.co/X8rpO8MXnm",flood,,en,['https://tmsnrt.rs/3emLdeE'],,[],"['southsudan', 'hunger', 'floods']",https://twitter.com/TRF_Climate/status/1323991801276018688
9638,1.32e+18,2020-11-04 19:31:50 India Standard Time,04-11-2020,19:31:50,530,9.62e+17,ethoslifestyle,EthosLifestyle,"Deluged by #floods, America’s ‘oldest city' struggles to save landmarks from #climatecrisis  St Augustine, #Florida, was founded in 1565 by Spanish explorers. #Flooding has been a threat for centuries and is worsening with #sealevelrise   https://t.co/jIkqmjiM1P #ethoslifestyle",flood,,en,['https://www.theguardian.com/us-news/2020/oct/28/st-augustine-florida-floods-climate-crisis'],,[],"['floods', 'climatecrisis', 'florida', 'flooding', 'sealevelrise', 'ethoslifestyle']",https://twitter.com/EthosLifestyle/status/1323988830387605506
9639,1.32e+18,2020-11-04 19:31:00 India Standard Time,04-11-2020,19:31:00,530,519193958.0,v6news,V6 News,Telangana Govt Focus On Hussain Sagar After Floods | Hyderabad | V6 News Watch Video &gt;&gt;  https://t.co/gVbW7TJtr5  #Telangana #HussainSagar #Floods #Hyderabad #V6News,flood,,en,['https://www.youtube.com/watch?v=aH2E5PyfN_o&t=37s'],,[],"['telangana', 'hussainsagar', 'floods', 'hyderabad', 'v6news']",https://twitter.com/V6News/status/1323988620567457793
9640,1.32e+18,2020-11-04 19:30:55 India Standard Time,04-11-2020,19:30:55,530,3402412635.0,adfmagazine,ADF Magazine,"ICRC says ‘one in four in #Sudan face food shortages’ amid fighting, #floods and drought -  https://t.co/TvFOgfAnIO  https://t.co/8q6tsJxZOW",flood_drought,,en,['http://ow.ly/QSYK50Cb1qM'],,['https://pbs.twimg.com/media/El_AnZWXIAEVB8d.jpg'],"['sudan', 'floods']",https://twitter.com/ADFmagazine/status/1323988599663112193
9641,1.32e+18,2020-11-04 18:44:15 India Standard Time,04-11-2020,18:44:15,530,1.22e+18,asadbabel12,Asaad Babel,#Flooding  #Vietnam  #Floods  #QuangNam #Naturaldisasters [Natural Disasters]Flooding in Vietnam  https://t.co/eejtheKQkD,flood,,en,['https://www.youtube.com/watch?v=cHDHoDF4s88'],,[],"['flooding', 'vietnam', 'floods', 'quangnam', 'naturaldisasters']",https://twitter.com/AsadBabel12/status/1323976857230999552
9642,1.32e+18,2020-11-04 18:37:45 India Standard Time,04-11-2020,18:37:45,530,1.27e+18,opoyitelugu,Opoyi Telugu,తెలంగాణ మహానగర వరద భాదితులకు ఆదుకుంటున్న దాతలు  https://t.co/nsyPvQBb9X #telangana #Hyderabad #floods #relieffund #Opoyi  https://t.co/DXkzkj0XLb,,,te,['https://bit.ly/3kWPAzF'],,['https://pbs.twimg.com/media/El-0bl5UcAAb2O5.jpg'],"['telangana', 'hyderabad', 'floods', 'relieffund', 'opoyi']",https://twitter.com/OpoyiTelugu/status/1323975220504375296
9643,1.32e+18,2020-11-04 18:02:03 India Standard Time,04-11-2020,18:02:03,530,1.17e+18,sdamages,Storm Damages,"23,000 in Alabama still without power after Hurricane Zeta  #naturaldisaster #insurance #property #Insuranceclaims #FloodDamage #WaterDamage #WindDamage #stormdamages  #homeinsurance #homeownership #tornadoes #floods #hurricanes #InsuranceCompany   https://t.co/V7C9lKrO4H",flood,,en,['https://www.al.com/news/2020/11/23000-in-alabama-still-without-power-after-hurricane-zeta.html'],,[],"['naturaldisaster', 'insurance', 'property', 'insuranceclaims', 'flooddamage', 'waterdamage', 'winddamage', 'stormdamages', 'homeinsurance', 'homeownership', 'tornadoes', 'floods', 'hurricanes', 'insurancecompany']",https://twitter.com/SDamages/status/1323966236074545153
9644,1.32e+18,2020-11-04 17:31:04 India Standard Time,04-11-2020,17:31:04,530,69243811.0,habitatindia,Habitat for Humanity,"“We went home to find our belongings damaged in the #floods of August 2018. I could never have imagined rebuilding my home again. Thanks to #Habitat we now have a #decenthome that is way better than our previous home,” says 55-year-old Kuttan.   Read more:  https://t.co/aGO18OrSNN  https://t.co/GPT6Q6E6ja",none,,en,['https://buff.ly/3mBspv8'],,['https://pbs.twimg.com/media/El-lL0GXEAE1fKz.png'],"['floods', 'habitat', 'decenthome']",https://twitter.com/habitatindia/status/1323958439974981632
9645,1.32e+18,2020-11-04 16:53:32 India Standard Time,04-11-2020,16:53:32,530,82246159.0,poobalanmy,M Poobalan,RT @NST_Online: #NSTnation Heavy #floods in #Mambau near here in the wee hours today claimed the lives of 54 dogs and puppies when an animal #shelter was inundated.    https://t.co/PjK1C2Swye,flood,,en,['https://www.nst.com.my/news/nation/2020/11/638184/54-dogs-puppies-shelter-drown-mambau-flood#.X6KLaRdnDz4.twitter'],,[],"['nstnation', 'floods', 'mambau', 'shelter']",https://twitter.com/PoobalanMy/status/1323948991671754753
9646,1.32e+18,2020-11-04 16:53:31 India Standard Time,04-11-2020,16:53:31,530,15216147.0,mpoobalan,Poobalan (பூபாலன்),RT @NST_Online: #NSTnation Heavy #floods in #Mambau near here in the wee hours today claimed the lives of 54 dogs and puppies when an animal #shelter was inundated.    https://t.co/uzDuBMsLtZ,flood,,en,['https://www.nst.com.my/news/nation/2020/11/638184/54-dogs-puppies-shelter-drown-mambau-flood#.X6KLaRdnDz4.twitter'],,[],"['nstnation', 'floods', 'mambau', 'shelter']",https://twitter.com/mpoobalan/status/1323948989650096130
9647,1.32e+18,2020-11-04 16:37:49 India Standard Time,04-11-2020,16:37:49,530,55186601.0,nst_online,New Straits Times,#NSTnation Heavy #floods in #Mambau near here in the wee hours today claimed the lives of 54 dogs and puppies when an animal #shelter was inundated.    https://t.co/zQ7cafN2o8,flood,,en,['https://www.nst.com.my/news/nation/2020/11/638184/54-dogs-puppies-shelter-drown-mambau-flood#.X6KLaRdnDz4.twitter'],,[],"['nstnation', 'floods', 'mambau', 'shelter']",https://twitter.com/NST_Online/status/1323945039093923844
9648,1.32e+18,2020-11-04 16:25:02 India Standard Time,04-11-2020,16:25:02,530,1.01e+18,aircookforyou,AirCook for You,Only last week we enjoyed brunch here @Dyls_York and look at this sight of devastation now!! #york #floods #flooding  https://t.co/h7oKR8wGhH,flood,,en,[],,['https://pbs.twimg.com/media/El-WEArXgAIsYKq.jpg'],"['york', 'floods', 'flooding']",https://twitter.com/AirCookforYou/status/1323941822956228609
9649,1.32e+18,2020-11-04 16:22:55 India Standard Time,04-11-2020,16:22:55,530,138347068.0,thesiasatdaily,The Siasat Daily,"Adding to the existing woes, flood victims of #OsmanNagar—which is inundated for over 50 days now—are warned to counter yet another menace, ‘Snakes’.    https://t.co/w8xkNzdQmN  . @GHMCOnline #Hyderabad #Floods #Snakes",flood,,en,['https://bit.ly/32bsHRn'],,[],"['osmannagar', 'hyderabad', 'floods', 'snakes']",https://twitter.com/TheSiasatDaily/status/1323941289767915522
9650,1.32e+18,2020-11-04 16:09:23 India Standard Time,04-11-2020,16:09:23,530,7.11e+17,chriscartw83,Christopher Cartwright,More stunning climate events in 2020  #ClimateCrisis #hurricane  #climatechange #GlobalWarming #GretaThunberg #wildfires  #floods #flooding,none,,en,[],,[],"['climatecrisis', 'hurricane', 'climatechange', 'globalwarming', 'gretathunberg', 'wildfires', 'floods', 'flooding']",https://twitter.com/chriscartw83/status/1323937880893493248
9651,1.32e+18,2020-11-04 16:07:09 India Standard Time,04-11-2020,16:07:09,530,479449439.0,holland_rick,Richard Holland,#ScarboroughBridge #York #Floods  https://t.co/6YDnaLz0E6,flood,,und,[],,['https://pbs.twimg.com/media/El-R-ZzXIAIHn2o.jpg'],"['scarboroughbridge', 'york', 'floods']",https://twitter.com/Holland_Rick/status/1323937320903561218
9652,1.32e+18,2020-11-04 15:51:35 India Standard Time,04-11-2020,15:51:35,530,1.22e+18,news_unison,UnisonNews,Heavy Rain Floods Southern Japan; Over a Dozen Presumed Dead   https://t.co/sVav8xO1gc  #dead #dozen #floods #heavy #japan #news #presumed #rain #southern #unisonnews #world  https://t.co/PBfM1cyQeo,flood,,en,['https://tinyurl.com/y3u4s6t4'],,['https://pbs.twimg.com/media/El-OaYUWoAE5B7c.jpg'],"['dead', 'dozen', 'floods', 'heavy', 'japan', 'news', 'presumed', 'rain', 'southern', 'unisonnews', 'world']",https://twitter.com/news_unison/status/1323933404010827778
9653,1.32e+18,2020-11-04 15:44:59 India Standard Time,04-11-2020,15:44:59,530,361135478.0,acapsproject,ACAPS,"#Philippines Flash #floods on 14 Oct in Cotabato province affected over 120,000 people, of whom 3,600 were displaced.  The southwest #monsoon and Tropical Depression Ofel continue to impact other areas, including #Mindanao island and #Cebu province.   https://t.co/tI7xdIenYf  https://t.co/JyGyISVw8w",flood,,en,['https://www.acaps.org/country/philippines/crisis/country-level'],,['https://pbs.twimg.com/media/El-LozMXYAESq78.png'],"['philippines', 'floods', 'monsoon', 'mindanao', 'cebu']",https://twitter.com/ACAPSproject/status/1323931743297130497
9654,1.32e+18,2020-11-04 15:35:55 India Standard Time,04-11-2020,15:35:55,530,385108762.0,angelabare,Angela Bare,Pumps working hard today flood barrier #york #floods #pumps #riverouse #River  https://t.co/Vplu0pZQtZ,flood,,en,[],,['https://pbs.twimg.com/media/El-K0NMX0AAcz5g.jpg'],"['york', 'floods', 'pumps', 'riverouse', 'river']",https://twitter.com/AngelaBare/status/1323929459116941312
