,Id,title,time,keywords,data source,category,country,source URL,body,language
4372,1.79E+16,,2021-06-17T17:00:46+0000,,Instagram,none,,https://www.instagram.com/p/CQOpnT9qFku/,"On the World Day of Combating Desertification and Drought, we want to emphasize how much the fight against soil depletion is an important and tangible goal.

🌲 A healthy, humid and plant-rich soil promotes biodiversity and becomes the home of many species of animals and plants, which keep the environment in balance 🐿️

🌱 Fertile soil allows cultivation, encouraging the development of local communities and creating jobs and livelihoods for all 🧑‍🌾

This is the philosophy behind treedom_trees: by placing an order of Elisi or Unica, you will not only plant a seed, but you will fight soil erosion, protect biodiversity and directly help local farmers, giving them a means of livelihood and opportunities. to form. All this with a single order.






#ItsAMatterOfPeople #LetsStartFromNature #Nature # Sustainability # SostenibilitàAmbientale #treedom #tree #trees #treeoflife #green #greenlife #sustainable #circulareconomy #desertification #desertificationanddroughtdesday # desertificationanddroughtday2021 #desertificationday",English
4373,1.79E+16,,2021-06-17T16:58:54+0000,,Instagram,none,,https://www.instagram.com/p/CQOpZkEN2Av/,"😲Today almost half of the world's population is directly or indirectly affected by land degradation!

Desertification does not refer to the expansion of existing deserts. It actually occurs because dryland ecosystems are highly vulnerable to overexploitation and inappropriate land use, such as overgrazing, deforestation, and soil pollution.

What can you do? 🌱

✔Get informed about our land issues and spread the message.
✔Promote sustainable systems as the circular economy to combat desertification.
✔Plant a tree (it helps!)
🧐Read the next post for an inspiring story about the powerful effect of planting trees. 
✔Get to know circular and ethical products, aware of our environment, and care about it. 

🏡Visit us at www.shopc.io  to find out circular products.",English
4374,1.79E+16,,2021-06-17T16:55:04+0000,,Instagram,none,,https://www.instagram.com/p/CQOo9kSn0qM/,"Save landscapes, save humanity 🍃☘🍀
#unccd #17june #desertification #trees #drought #climatecrisis",English
4375,1.79E+16,,2021-06-20T15:22:25+0000,,Instagram,drought,,https://www.instagram.com/p/CQWMvlFsisG/,#photostagram #photo #photographer #photos #photography #photoshoot #picstagram #pictureyemek #pic #picture #naturelover #nature #naturephotography #naturegeography #naturelovers #çölleş #çölleşyedurde #çölleşylemücadele #desertification #ağaçletme #erosion #erosioncontrol #erosyon #erosyonlamütrolasyon #erosyonlamütroliyon #dereislahı #selkontrol #selim #selimşahin,English
4376,1.79E+16,,2021-06-20T15:12:40+0000,,Instagram,drought,,https://www.instagram.com/p/CQWLoH_Nwq9/,"Groaning heat and again far too little rain!

Farmers in Rhineland-Palatinate have suffered from drought for the past three years. According to the German Weather Service, March and April 2021 were again too dry. Particularly difficult: Due to the lack of groundwater in the vegetable growing areas of the Vorderpfalz, some streams are literally pumped empty.

But not only here in the Palatinate there has been a drought for several years - Lower Saxony, Saxony-Anhalt and Brandenburg are also experiencing the severe drought particularly hard. Many of us certainly still remember the pictures of the fields in Brandenburg that were devastated in the truest sense of the word. That’s why I’m interested in: How about you guys?

Upload your photo replies to the story or post it and tag me. Please let me know where and when you took the photos.

#summer #hitze # desert # drought #desert #desertification #potd #mitmachen #machmit #photooftheday #climatemove #climatechange #klimawandel #klimaschutz #keinregen #regen #wasser #water #instapolitics #naturschutz #klimaschutz #umweltschutz #fridaysforfuture",English
4377,1.79E+16,,2021-06-20T15:11:55+0000,,Instagram,drought,,https://www.instagram.com/p/CQWLilqgDV8/,"🇮🇹 Goodbye people! This week, with the stories, we have prepared you for today's theme: Desertification. The ""United Nations International Convention on Combating Drought and Desertification"" defines this phenomenon as ""land degradation in dry, semi-arid and sub-humid dry areas, attributable to various causes, including climatic variations and human activities"".
(Comforting to always be one of the causes of malaise on our planet!) So what is it? It is the decrease and disappearance of the biological productivity and physicochemical properties of the affected soils, leading to the loss of vegetation. The soil, losing its properties, becomes dry, sandy and inhospitable even for the “strongest” plants normally used to drought; and the strong and sudden rains we are used to do not help to contain the gradual disappearance of the vegetation cover. Consequently, the plants grow more and more slowly, making the ""natural barrier"" disappear, and the desert can only advance more and more.
This year's goal of #desertificationanddroughtday is to demonstrate the importance of healthy soil, in both environmental and economic terms, therefore, fighting against this phenomenon and ensuring that the soil is healthy is not only good. to biodiversity and to our Mother Earth (#respectmotherearthbitch), but also for human survival, and of those who, of land and cultivation, live there.
For further information we recommend these Links:
🔴https: //ilcaffegeopolitico.net/168980/sahel-un-mosaic-green-control-desertification
🔴https: //www.focus.it/ambiente/ecologia/lotta-desertificazione-salviamo-suolo-da-degrado
🔴https: //ilpolopositivo.com/2019/12/12/the-great-green-wall-un-muro-di-piante-and-alberi-per-combattere-la-desertificazione-in-africa/ (Link father of the photo)
#plantblogger #easybotany #botanicalsimple #botany #botanicals #nature #environment #naturalist #ambientologist #naturelife #science #scienza #naturalscience #scienzenaturali #environmentalscience #scienzeambientali #biology #biology #divulgation #humanaction #anaturalformation #information #desertification",English
4378,1.79E+16,,2021-06-20T14:45:18+0000,,Instagram,drought,,https://www.instagram.com/p/CQWIfpUh1vE/,"This photo is real, it is not edited ...
It is a beach....

What if the photos of your next vacation would look like this?
Don't you think it's time to do something?

Photo by haram_khor_ Indian beach

#reduci #reutiliza #reusa # 3R #plasticos #PlanA_uruguay #medioambiente #sostenibilidad #vidamarina #sobrepesca #environment #savetheplanet #savetheworld #sostenible #sustentable #plasticfree #eco #bio #huellaecologica #resertcycle #peces #stopfinningcycle #pecesforestification #stopfinningcycle #peces #desertification #climatechange #climaticchange #wearechange #viral",English
4379,1.79E+16,,2021-06-20T14:38:45+0000,,Instagram,drought,,https://www.instagram.com/p/CQWHvxeNOIC/,#photooftheday #photo #photographer #photos #photography #photoshoot #picoftheday #pictureoftheday #pic #picture #naturelover #nature #naturephotography #naturegeography #naturelovers #chölleşme # çölleşmeyedurde # çölleşmeylemüconeryonozyoneryonozyeronozyoneryonozoner #selim # selimşahi̇n,English
4380,1.79E+16,,2021-06-20T14:31:04+0000,,Instagram,drought,,https://www.instagram.com/p/CQWG3G0Lrzy/,"The planting organization ""Magic for the World"" did a great job in 2020. With their ""Magic for Uganda"" project, they have exceeded their planting target of 30,000 seedlings by more than 10,000 little trees, thus making Uganda a little greener. 💚 💪🏾🌳 

The reforested areas were cleared during the civil war and the trees in these areas were used as firewood. However, ""Magic for the World"" has now made it its goal to restore these areas and therefore plans to plant 50,000 trees this year. 🔥 🌿 🌱 

The seedlings are grown in a local tree nursery and then distributed to farmers and village communities in the region. This not only prevents desertification, but also involves the local population. In addition to the plantations, they can also take part in educational workshops. 👩🏾‍🎓🧑🏾👩🏾🏫 

Why not support the ""Magic for Uganda"" project with a donation so that this year they can perhaps exceed their own goal for the second time. It's easy to do via our WebApp or directly via this link 👉 www1.plant-for-the-planet.org/magic-to-uganda-ii
.
.
.
#tpo #plantingproject #uganda #planttrees #reforestation #desertification #climatjustice #seedlings #treenursery #locals",English
4381,1.82E+16,,2021-06-20T14:12:36+0000,,Instagram,drought,,https://www.instagram.com/p/CQWEwIpAynw/,"2020 Champions of the Earth awardee Yacouba Sawadogo's nature-based solution is an inspiration for millions. At WeNaturalists, we celebrate such heroes.

If you're contributing to a cause of nature, connect with us and we'll amplify your cause.
.
.
.
#WeNaturalists #Ecosystem #Wildlife #sustainable #climatechange #desertification #organicfarming",English
4382,1.79E+16,,2021-06-20T13:54:50+0000,,Instagram,drought,,https://www.instagram.com/p/CQWCuA0h3mK/,"""The evolution of human mentality has put us all in vitro now, behind the glass wall of our own ingenuity"".
The loss of trees and other vegetation can cause #climatechange, #desertification, soil #erosion, fewer crops, #flooding, increased #greenhouse gases in the #atmosphere, and a host of problems for #indigenous people. #earthयुग #delhi #noida #uttrakhand #northeast #india #assam #wildlife #instagram #fyp #insta #instagood #instadaily #instalove #instapic",English
4383,1.79E+16,,2021-06-20T10:43:40+0000,,Instagram,drought,,https://www.instagram.com/p/CQVs15ulTfS/,"-<= World Day to Combat Desertification and Drought =>-
Is desertification the world's biggest environmental problem currently?

Desertification should receive immediate attention
Far more of the Earth is covered by semi arid seasonal grasslands than forests, and about two thirds of the worlds grasslands are beginning to show signs of desertification.  Saving this land from total desertification should be the first point of call in tackling climate change, as preserving the fertility of these lands will help to reverse the greenhouse effect.  This is due to the large scale of additional photosynthesis this change could create, the plants of these regions effectively pulling large amounts of additional greenhouse gases out of the atmosphere. 

Do you agree?
Visit historie.cc...

…

#DesertificationAndDroughtDay #Desertification #Drought #Environment #Water #Deforestation #Debate #Discuss #Debunk #Historie",English
4384,1.79E+16,,2021-06-20T03:49:35+0000,,Instagram,drought,,https://www.instagram.com/p/CQU9dB8LcCa/,"Desertification
Follow psc_smartwork 
Goal UPSC YouTube channel
upsc classes in Malayalam
Visit channel
Channel link is in BIO

#rajasthan #thehindunewspaper the_hindu #upscaspirants #upscinterview #upsc #greenindia #desertification #greenindiachallenge #upscmotivation #psc #pscexam #pscmalayalam #degreelevelprelims #degreememes #lgs2020 #ldcmains #india #keralagovernment #keralagovernmentjobs psctopper psc.trolls green_india_challenge gk__india____ psc_troll",English
4385,1.80E+16,,2021-06-20T00:58:18+0000,,Instagram,drought,,https://www.instagram.com/p/CQUpyiyhC4S/,"Very interesting interview of # rutaods2030 with Enrique Fernández, co-founder of #cosechaagua in the framework of #díamundialcontraladesertificaciónylasequía that you can see in full at https://www.youtube.com/watch?v=lcpxP8OMJz4
#ods #cosechadewaterluvia #waterpotable #brechahídrica #drought #desertification #agriculturasustentable
#agua #aguachile #sustentable",English
4386,1.79E+16,,2021-06-19T23:19:07+0000,,Instagram,drought,,https://www.instagram.com/p/CQUefzfoF1D/,#regenerativeagriculture #regenerativefarming #regenerativeag #supportyourlocalfarmer #sustainableagriculture #rotationalgrazing #rewild #desertification #soilhealth #soilbuilding,English
4387,1.79E+16,,2021-06-19T21:32:06+0000,,Instagram,drought,,https://www.instagram.com/p/CQUSQWGAWzy/,"Photo of the nature of a village in the city of izeh
Beautiful rural nature

Photo: babak javedaneh 📷🤳🏼
#poster #karun #dead #babak_javedaneh #blue #situation #artbabak #instagram #everydayiran #iran #ahvaz #goodmorning #cleaneating #sky #work #children #desertification #baby #who #worldhealthorganization #unicef #nationalgeographic #nature #themountain #izeh
#khuzestan 
#بابک_جاودانه",English
4388,1.79E+16,,2021-05-31T06:30:36+0000,,Instagram,none,,https://www.instagram.com/p/CPhv-6hK1Tv/,"#sprayingdrone can be a #competitive #alternative for #small #farms and #fields, #special #operations (such as #rapeseed or #sunflower #desiccation), or wet #soil #conditions www.drdc.eu",English
4389,1.79E+16,,2021-06-01T21:59:28+0000,,Instagram,drought,,https://www.instagram.com/p/CPl_E_mhnqH/,"Water Storage Update: As of May 31, our reservoirs are at 47% of capacity. The average storage capacity for this date is normally around 88%. Please continue to save water.

Visit http://MarinWater.org/Water-watch for the latest water numbers.

#waterwatch #savewater #conservewater #drought #droughishere #marincounty #lakephoenix",English
4390,1.80E+16,,2021-06-01T21:52:21+0000,,Instagram,drought,,https://www.instagram.com/p/CPl-NZRHFMJ/,Brazil: Drought concerns as water levels in reservoirs along Parana river basin run low 🚁Dário Oliveira #drought #dry #whater #reportage #journalism #mavic #dji #reservoir #arid #represairaí,English
4391,1.82E+16,,2021-06-01T21:51:02+0000,,Instagram,drought,,https://www.instagram.com/p/CPl-HQlLrbS/,"""I'm seeing probably the worst combination of conditions in my lifetime,"" said Derrick DeGroot, a county commissioner in southern Oregon's Klamath County. ""We have an enormous fuel load in the forests, and we are looking at a drought unlike we've seen probably in the last 115 years.""

Asked how worried he is about the 2021 fire season, DeGroot said: ""On a scale of 1 to 10, I'm a 12. Nothing looks good.""

📷: Photo by Marcus Kauffman 
🔥: The Jones Fire, Lowell, OR (2017)

Source: (NC), W.-S. J. (2021, May 31). 'Nothing Looks Good': Preparing For Summer Wildfire Season. InsuranceNewsNet. https://insurancenewsnet.com/oarticle/nothing-looks-good-preparing-for-summer-wildfire-season.",English
4392,1.79E+16,,2021-06-01T21:41:03+0000,,Instagram,drought,,https://www.instagram.com/p/CPl8-G-Bt_S/,I got stuck behind this truck going across the pass and started thinking about the fact that water is becoming illegal and the next big black market will be 💧 #BootLegging #Water #California #Drought #illegal #BlackMarket #liquidgold,English
4393,1.79E+16,,2021-06-01T21:25:11+0000,,Instagram,drought,,https://www.instagram.com/p/CPl7J9xFkFP/,"Meteorological Spring (March through May) is in the record books. Here's how we did across the eastern Carolinas:

Nearly record breaking low rainfall totals completely erased our winter rainfall surplus and plunged us into a moderate drought.  This spring's daily high temperatures were warmer than normal, but nighttime lows were cooler than normal in most locations.  Large day-to-night swings in temperature are more common when skies are consistently clear -- one of the major reasons we saw such little rain over the past few months.

#ncwx #scwx #climate #drought #Wilmington #MyrtleBeach",English
4394,1.79E+16,,2021-06-01T21:24:07+0000,,Instagram,drought,,https://www.instagram.com/p/CPl7CELgHW4/,"Statistically, the probability of rain starts now in June here in Los Cabos.

To today it has not rained this year. The desert is dry and free range cattle are desperate for food. In very extreme cases they go for Choyas.

Statistically, the probability of rain starts in June here in Los Cabos.

This year it has not rained. The desert is very dry and free-range cattle are desperate for food. In extreme cases even Choyas eat.

#desert #travel #nature #cow #desertlife #travelphotography #love #adventure #arizona #landscape #sunset #choya #choyero #art #baja #desierto #hambre #food #offroad #sequia #sand #mountains #drought #explore #travelgram #naturephotography #cactus #wanderlust #seco",English
4395,1.79E+16,,2021-06-01T21:17:50+0000,,Instagram,none,,https://www.instagram.com/p/CPl6UD_Jznd/,"Satisfaction of one of our dear patients ... which was achieved with our treatment method 🌺
I hope all of you who are with us achieve such a good and satisfying success 🌺

I am at your service for direct control and consultation 🌸
doctor_diabet_1

#Diabetes_treatment #diabetes_and_obesity #diabetes_of_one_diabetes #diabetes_of_two_types #fatty liver #diabetics #diabetes_insulin
#urine
#drought
#hunger
#nervous
#slimming",English
4396,1.81E+16,,2021-06-01T21:16:46+0000,,Instagram,drought,,https://www.instagram.com/p/CPl6MQkFnCn/,"When the rain forgets Puglia , irrigation saves our spinach crops  #spinach #spinach-seeds #nature #irrigationsystem #drought #springtime #seedsproduction #spinachvirofly #openpollinatedseeds #oldvarieties #germoplasma #amateurvariety #decoratosementi #italy🇮🇹 #italianseeds #pugliaview #alapiovana #digacapacciotti",English
4397,1.79E+16,,2021-06-01T20:45:20+0000,,Instagram,drought,,https://www.instagram.com/p/CPl2j_sLAxn/,"Did you know Ogden City provides a free water audit program?⁠
""The program consists of several field tests that address irrigation system deficiencies. The audit also provides a suggested irrigation schedule."" This can greatly help us reduce our water usage during the drought, as ""the largest use of water among residential properties is landscape irrigation.""⁠
Visit the link in the bio to read how you can help conserve water; every drop counts!⁠
⁠
#OgdenCity #OgdenUtah #Thisisogden #Ogden #Weloveourcommunity #OgdenConnection #Otown #Hyperlocalmagazine #ConnectionPublishing #drought #conservewater #waterconservation #h2o",English
4398,1.79E+16,,2021-06-01T20:36:33+0000,,Instagram,none,,https://www.instagram.com/p/CPl1lw0BXBx/,"I was inspired by my old band tugboatbuffalo song Four. I want to creating the four horsemen of the apocalypse and what they look like in my head each day. 
First is famine....
🥀🥀🥀🥀🥀🥀🥀🥀🥀🥀
#fourhorsemen #apocalypse #thefourhorsemenoftheapocalypse #famine #drought #blackhorse  #darkart  #horrorart #horrorinstagram #horrorobsessed #horroraddict #endtimes",English
4399,1.79E+16,,2021-06-01T20:24:21+0000,,Instagram,drought,,https://www.instagram.com/p/CPl0MV7JeSy/,"In April I couldn't get samples at several locations. In May, multiple spots actually overflowed and I got samples at all locations. The land is green and the creeks are starting to flow again. Let's hope the rain continues and pulls us out of this drought ❤️. 
#Hydrology #Science #WaterStuff #Drought #WaterWitch",English
4400,1.79E+16,,2021-06-01T20:14:31+0000,,Instagram,none,,https://www.instagram.com/p/CPlzEXlJzHy/,Just a monstrous machine #water #tanker #drought #irrigation #farm #grand #elegant #colourfull #picturesque,English
4401,1.82E+16,,2021-06-01T20:09:45+0000,,Instagram,none,,https://www.instagram.com/p/CPlyhaNDFIu/,Ammon Bundy says he’s ready for violence. Climate crisis is directly tied to political instability #klamathfalls #klamathfallsoregon #climatecrisis #drought #militia,English
4402,1.79E+16,,2021-06-01T20:01:25+0000,,Instagram,none,,https://www.instagram.com/p/CPlxbAwjDt0/,"""Because no matter who we are or where we come from, we're all entitled to the basic human rights of clean air to breathe, clean water to drink, and healthy land to call home.""⁠
- Martin Luther King III⁠
⁠
Photo by Miriam Eh⁠
⁠
waieawater.com⁠
#earth #climatechangeisreal #gogreen #sustainable #plasticfree #green #action #companies #carbon #footprint #reports #actonclimate #renewables #drought #watersolutions #waieawater #luckywelivehawaii #luckywelive808 #living808 #hawaiilife #hilife #localsonly #goodvibesonly #hivibes #hawaiilife",English
4403,1.79E+16,,2021-06-01T19:36:17+0000,,Instagram,drought,,https://www.instagram.com/p/CPlusSksi3f/,"The recent hot weather takes me back or should I say forward to our showgarden 2101. We constructed a drought addled, dust bowl of a landscape with Barrel cactus and Festuca glauca to raise awareness of climate change. ⠀
⠀
#sustainablegardens #drought #desert #gardendesign #cactus #climatechange",English
4404,1.79E+16,,2021-06-01T19:15:38+0000,,Instagram,none,,https://www.instagram.com/p/CPlsVBBgslt/,"The Beverly Hills of wood rat nests (see the pile of sticks). Amazing animals! Once heard how they gather green leaves to be dried before eating them.
.
.
.
#nature #nature_perfection #trees #wildlife #beautifultrees #treesofinstagram #spring #capillaryaction #citizenscience #magic #indigenous #forest #forestphotography #wildfire #tree #california #mendocino #art #climate #environment #ecology #drought #ecosystem #biome #love #wildlife #rodent #nest",English
4405,1.79E+16,,2021-06-01T19:13:54+0000,,Instagram,none,,https://www.instagram.com/p/CPlsIZmhU5I/,"2 cute little blazes waiting for breakfast, while I try and keep some plants alive. ☀️

#carrickhillequestrian #ottb #horselife #horsesofinstagram #horsefarm #summerliving #drought #raindance",English
4406,1.79E+16,,2021-06-01T19:04:46+0000,,Instagram,none,,https://www.instagram.com/p/CPlrFgnDg_I/,"We’re are in the midst of a global water crisis that is affecting over 785 million people. If your organization is looking to help break this cycle, let us know 💧🌎 
. 
. 
. 
#SolarBagH20 #CleanWaterForAll #WaterPurifier #DrinkingWater #SolarBag #FreshWater #DevelopingWorld #Drought #H20 #SolarPower #Camping #Outdoors #Hiking #Community #Health #Hygiene #WaterFacts #WaterScarcity",English
4407,1.79E+16,,2021-06-01T19:02:00+0000,,Instagram,drought,,https://www.instagram.com/p/CPlqxM6B0NJ/,"Well, it’s official: our county just declared a state of emergency due to drought. I mowed my lawn this morning, and the grass felt crunchy. We’re trying to only water a small portion of it very minimally, but I think we’re going to lose it by the end of summer. It’s hard to move into a new house and want to see things bloom and thrive, only to wonder what’s not going to make it till next year. Pray for rain, people. #montezumacounty #southwestcolorado #drought #stateofemergency",English
4408,1.79E+16,,2021-06-01T18:24:44+0000,,Instagram,drought,,https://www.instagram.com/p/CPlmgMQBDJW/,"Mattole River Flow Report:

The Mattole River headwaters was measured this morning to be flowing at a rate of 2,500 gallons per minute or 5.57 cubic feet per second. This flow is considered low. All headwaters tributaries are in forbearance, and the projected date for forbearance to begin for mainstem Mattole water users in the headwaters is June 19. This date is subject to change. Please do your part to conserve water by checking for leaks, turning down your pump rate, alternating pumping dates with your neighbors, acquiring more water storage if needed--plus other basic water conservation techniques such as turning off the water while brushing your teeth, etc.

Thank you!
.
.
.
#sanctuaryforest #waterconservation #mattolestreamflow #drought",English
4409,1.79E+16,,2021-06-01T18:22:21+0000,,Instagram,none,,https://www.instagram.com/p/CPlmOyZFQI8/,"Growing a Greener World with Drought Friendly Landscape 

⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀

⠀⠀⠀⠀⠀⠀⠀⠀⠀
↙↙Hashtags↘↘
⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#droughtfriendly #droughttolerant #backyardgardening #oakland #landscapedesign #droughtfrriendlyplants #garden #landscape #oaklandcalifornia #waterwise #plants #green #savewater #gardening #drought",English
4410,1.82E+16,,2021-06-01T18:13:48+0000,,Instagram,drought,,https://www.instagram.com/p/CPllQMaFW6B/,"Day 32 of 💯 Rain Gratitude. 
This spring has been a wet one including a very wet Memorial Day weekend. I know the plants loved it! ☔️

The earth in general loves it as the western part of the US...Colorado included...have been in a terrible drought. 🥵

The blessings and growth that can come from things we don’t ask for is real. 🌸

Here’s to hoping that our western neighbors get plenty of this wet stuff too! 🌧

Slide through the rainbow of color in the garden after the rain. 🌈

#onwardwegrow2021",English
4411,1.81E+16,,2021-06-01T18:12:43+0000,,Instagram,drought,,https://www.instagram.com/p/CPlkwG6hVxi/,"New pump cart is working great. Much nicer than lugging the pump in and out of the back of the UTV. This rig will stay setup like this with 300 gallons of water waiting on it at all times. This allows us to easily refill pasture holding tanks or pump over whey tanks to the hogs. In a pinch it can double as a portable fire fighting rig. Hopefully it never comes to that, but I'm definitely more worried this year than I have been in the past. 

#farmlife #waterstorage #watersystem #wheypigs #pumpcart #drought #builtnotbought #getrdone",English
4412,1.79E+16,,2021-06-01T18:08:10+0000,,Instagram,drought,,https://www.instagram.com/p/CPlkmU1rmOx/,"#Drought 2020 vs 2021. This is dangerous. Why aren't our elected leaders in Oregon doing more to combat the #climatecrisis? 
#climatechange #actonclimate #orleg",English
4413,1.80E+16,,2021-06-04T04:00:21+0000,,Instagram,drought,,https://www.instagram.com/p/CPrx96egrmz/,"In response to worsening #drought conditions in #California, today the Department of Water Resources (DWR) began construction on a temporary emergency drought barrier on the West False River in the Sacramento-San Joaquin Delta. The barrier will help slow the movement of saltwater into the central Delta and prevent contamination of #water supplies for Delta agriculture and municipal supplies for millions of Californians.

“California is experiencing a second consecutive dry year and snowpack runoff into our state reservoirs has been far less than anticipated, so we are taking emergency actions to protect the state’s water supply and environment now,” said DWR Director Karla Nemeth. “DWR along with partner agencies is looking at all options to bolster the state’s drought response and mitigate drought impacts.”

The barrier will help prevent saltwater contamination of water supplies used by millions of Californians who rely on Delta-based federal and state water projects for at least some of their supplies. The #emergency barrier will also help conserve critical water supplies in upstream reservoirs for later use by avoiding the need to send large volumes of water into the Delta to repel salinity this summer.

“Keeping saltwater from intruding into the central Delta is essential as a large portion of the state’s fresh water for urban and agricultural use goes through this part of the Delta,” said Ted Craddock, Deputy Director for the State Water Project.

On June 1, a temporary urgency change petition to modify State Water Project and Central Valley Project water rights conditions was approved by the State Water Resources Control Board, which will allow for water to be conserved for later instream uses and water quality requirements. These modifications are needed to help protect cold water pools for salmon and steelhead and maintain water quality while ensuring some water supplies are maintained if drought conditions persist next year.
 
Read more about construction beginning on the temporary emergency drought barrier in the Sacramento-San Joaquin Delta here: https://water.ca.gov/News/News-Releases/2021/June-21/Emergency-Drought-Barrier-Construction-Delta",English
4414,1.80E+16,,2021-06-04T03:49:45+0000,,Instagram,none,,https://www.instagram.com/p/CPrwwTkFd6_/,"tdsouthboundanddown loaded and ready for Tour Divide.  These fellers have ambitious goals and put the work in to get it done.  They originally got excited about riding the Divide after our Monumental Talk with andreafromiowa (Hi, Andrea.  Everyone here still thinks you’re super cool.) 

Tonight was play time.  Cool and cloudy with some mostly mellow riding.  A little bit of the Gravalerxs magic, chaos and camaraderie, came back on this one. 

Thanks y’all. 

#gravalerxs #ditchesofdoñaana #communityovercompetition",English
4415,1.79E+16,,2021-06-04T03:47:15+0000,,Instagram,drought,,https://www.instagram.com/p/CPrwccTD2m_/,I have never seen the mountain so low on snow and this is June. #climatechange #drought #prayforrain,English
4416,1.79E+16,,2021-06-04T03:21:57+0000,,Instagram,drought,,https://www.instagram.com/p/CPrtksrJRIf/,"This does not look good!!!! “Repost from nbcla
•
Each year, Lake Oroville helps water a quarter of the crops in the U.S. and anchors the tourism industry for a county that frequently has to rebuild after wildfires.⁠
⁠
But the lake is shrinking with surprising speed amid a severe drought, with state officials predicting it will reach a record low later this summer.⁠
⁠
The Department of Water Resources projects the lake will dip below its record low of 646 feet sometime in August or September. If that happens, the state will have to close the boat ramps for the first time ever because of low water levels.⁠
⁠
California's more than 1,500 reservoirs are 50% lower than they should be this time of year, according to one expert.⁠.⁠
⁠
(📸: Justin Sullivan/Getty Images)⁠
⁠
#nbcla #climatechange #drought #lakeoroville",English
4417,1.79E+16,,2021-06-04T03:21:22+0000,,Instagram,drought,,https://www.instagram.com/p/CPrtgaXBYGu/,"So crazy thing… these pictures are exactly a year apart (give or take a day) at the exact same spot (give or take a few feet 😉). The river was flowing, but definitely less water than in 2020. 

R: 2020

L: 2021 

#sangabrielmountains #sangabrielriver #hiking #backpacking  #thewaterislow #drought #mothernature #hikingadventures #eastforksangabrielriver",English
4418,1.82E+16,,2021-06-04T03:14:06+0000,,Instagram,drought,,https://www.instagram.com/p/CPrsrKchJbA/,"California 2021
Dried up and stale like last year's bag of chips. 
.
.
.
.
.
.
.
.
.
.

#swimatyourownrisk #nolifeguardonduty #drysummer #gotwater #drylakes #conservewater #drought #raindance #firewatch #onlyyoucanpreventforestfires #smokeythebear #controlledburnsaregood #dogsonadventures #doggo #thirstythursday #needwater #drinkup #noswimming #dogscorner #dogsrule #doggosbeingdoggos #ilovedogs",English
4419,1.79E+16,,2021-06-04T03:02:25+0000,,Instagram,drought,,https://www.instagram.com/p/CPrrTmaLy1q/,"Each year, Lake Oroville helps water a quarter of the crops in the U.S. and anchors the tourism industry for a county that frequently has to rebuild after wildfires.⁠
⁠
But the lake is shrinking with surprising speed amid a severe drought, with state officials predicting it will reach a record low later this summer.⁠
⁠
The Department of Water Resources projects the lake will dip below its record low of 646 feet sometime in August or September. If that happens, the state will have to close the boat ramps for the first time ever because of low water levels.⁠
⁠
California's more than 1,500 reservoirs are 50% lower than they should be this time of year, according to one expert.⁠
⁠
Tap the link in bio to learn more.⁠
⁠
(📸: Justin Sullivan/Getty Images)⁠
⁠
#nbcla #climatechange #drought #lakeoroville",English
4420,1.79E+16,,2021-06-04T02:57:11+0000,,Instagram,drought,,https://www.instagram.com/p/CPrqvQgBAec/,"It has been hot today the least.
It has been dry. 
Mama Shasta is almost naked as the heat is evaporating the last remaining snow. If you look at the second picture (repost from shastaavalanche) it is easy to tell the the situation on 
💧WATER 💧 
this year will be a heated theme.

Without H2O none of us would be here in a physical form. Water carries e~motions and it is interesting to see how the ‘drought’ may correlate to the ‘inner drought within humanity’ that is needed to be felt, in order to change.

What feelings are we not in touch with? 

What are you using water for?

Growing lawn?
Non native high water usage plants?
Washing your car?

We all have people living ‘down river’ from us.

Holding a enhanced capacity of ‘feeling’ into how water nourishes nature closes the gap of receiving and giving.

As much as I love many plants, I support native plants the most. My mullein is thriving for example, with little to no extra water. So do the belly flowers... and my dogwood.

I have fountains and many water bowls for birds and other wildlife: deer, bobcats, bears, snakes, squirrels and chipmunks are frequent visitors to these holy places.

It has become an energetic oasis and sanctuary for them to come and be.

We are being asked to awaken. Ascending into higher planes of consciousness is by becoming aware in a harmonious ways of ALL there is. Being intuitive, having crystals and saying ‘hip new age words’ is not at all enough.

How are you with Mother Earth? 
Do you notice where you step your feet?
Are there little bugs? Or a tiny trying plant 🌱 on the road?

May your inner ‘waters’ move you into unity and harmony to create a new balanced way for those of us who choose to live and experience the beauty and love there is.

And in my universe~ bubble it already is... 

With so much gratitude for each living plant and creature, to bless us with their harmonious non -destructive way of being.
May we remember and learn from them.

#water #mountshastasnow #mountshasta #drought #innerwater #emotions #feelingyou #awareness #change #nativeplants #nativeplantsofnorthamerica #beauty #growth #spiritualgrowth #ascending #bereal",English
